ClientId,ClientName,Type,Form,RegisterDate,TotalAmt,CutoffDt
5459,Клиент 5459,Ф,-,2020-11-02,2880680.81,2020-11-03
5459,Клиент 5459,Ф,-,2020-11-02,1648954.42,2020-11-04
5460,Клиент 5460,Ю,ИП,2020-11-03,1248751.95,2020-11-01
5460,Клиент 5460,Ю,ИП,2020-11-03,1369812.80,2020-11-02
5460,Клиент 5460,Ю,ИП,2020-11-03,3190698.42,2020-11-04
5461,Клиент 5461,Ф,-,2020-11-01,2632962.85,2020-11-01
5461,Клиент 5461,Ф,-,2020-11-01,1251878.85,2020-11-03
5461,Клиент 5461,Ф,-,2020-11-01,1885812.80,2020-11-02
5462,Клиент 5462,Ю,АО,2020-11-02,868233.07,2020-11-04
5462,Клиент 5462,Ю,АО,2020-11-02,2880860.13,2020-11-02
5462,Клиент 5462,Ю,АО,2020-11-02,1649033.85,2020-11-03
5463,Клиент 5463,Ф,-,2020-11-03,1369916.02,2020-11-01
5463,Клиент 5463,Ф,-,2020-11-03,3190881.05,2020-11-03
5463,Клиент 5463,Ф,-,2020-11-03,1248828.07,2020-11-04
5464,Клиент 5464,Ю,ПАО,2020-11-04,1251958.28,2020-11-02
5464,Клиент 5464,Ю,ПАО,2020-11-04,1885916.02,2020-11-01
5464,Клиент 5464,Ю,ПАО,2020-11-04,2633118.40,2020-11-04
5465,Клиент 5465,Ф,-,2020-11-01,1649113.28,2020-11-02
5465,Клиент 5465,Ф,-,2020-11-01,868309.19,2020-11-03
5465,Клиент 5465,Ф,-,2020-11-01,2881039.48,2020-11-01
5466,Клиент 5466,Ю,ООО,2020-11-02,1370019.20,2020-11-04
5466,Клиент 5466,Ю,ООО,2020-11-02,1248904.19,2020-11-03
5466,Клиент 5466,Ю,ООО,2020-11-02,3191063.68,2020-11-02
5467,Клиент 5467,Ф,-,2020-11-03,1252037.71,2020-11-01
5467,Клиент 5467,Ф,-,2020-11-03,2633273.95,2020-11-03
5467,Клиент 5467,Ф,-,2020-11-03,1886019.20,2020-11-04
5468,Клиент 5468,Ю,ИП,2020-11-01,1649192.71,2020-11-01
5468,Клиент 5468,Ю,ИП,2020-11-01,868385.31,2020-11-02
5468,Клиент 5468,Ю,ИП,2020-11-01,2881218.76,2020-11-04
5469,Клиент 5469,Ф,-,2020-11-02,1248980.31,2020-11-02
5469,Клиент 5469,Ф,-,2020-11-02,1370122.40,2020-11-03
5469,Клиент 5469,Ф,-,2020-11-02,3191246.31,2020-11-01
5470,Клиент 5470,Ю,АО,2020-11-03,2633429.50,2020-11-02
5470,Клиент 5470,Ю,АО,2020-11-03,1252117.14,2020-11-04
5470,Клиент 5470,Ю,АО,2020-11-03,1886122.40,2020-11-03
5471,Клиент 5471,Ф,-,2020-11-04,1649272.14,2020-11-04
5471,Клиент 5471,Ф,-,2020-11-04,2881398.08,2020-11-03
5471,Клиент 5471,Ф,-,2020-11-04,868461.43,2020-11-01
5472,Клиент 5472,Ю,ПАО,2020-11-01,1249056.43,2020-11-01
5472,Клиент 5472,Ю,ПАО,2020-11-01,1370225.60,2020-11-02
5472,Клиент 5472,Ю,ПАО,2020-11-01,3191428.94,2020-11-04
5473,Клиент 5473,Ф,-,2020-11-02,1886225.60,2020-11-02
5473,Клиент 5473,Ф,-,2020-11-02,2633585.05,2020-11-01
5473,Клиент 5473,Ф,-,2020-11-02,1252196.59,2020-11-03
5474,Клиент 5474,Ю,ООО,2020-11-03,868537.55,2020-11-04
5474,Клиент 5474,Ю,ООО,2020-11-03,2881577.40,2020-11-02
5474,Клиент 5474,Ю,ООО,2020-11-03,1649351.59,2020-11-03
5475,Клиент 5475,Ф,-,2020-11-01,3191611.61,2020-11-03
5475,Клиент 5475,Ф,-,2020-11-01,1370328.80,2020-11-01
5475,Клиент 5475,Ф,-,2020-11-01,1249132.55,2020-11-04
5476,Клиент 5476,Ю,ИП,2020-11-02,1886328.80,2020-11-01
5476,Клиент 5476,Ю,ИП,2020-11-02,2633740.60,2020-11-04
5476,Клиент 5476,Ю,ИП,2020-11-02,1252276.01,2020-11-02
5477,Клиент 5477,Ф,-,2020-11-03,2881756.72,2020-11-01
5477,Клиент 5477,Ф,-,2020-11-03,1649431.01,2020-11-02
5477,Клиент 5477,Ф,-,2020-11-03,868613.67,2020-11-03
5478,Клиент 5478,Ю,АО,2020-11-04,1370432.00,2020-11-04
5478,Клиент 5478,Ю,АО,2020-11-04,1249208.67,2020-11-03
5478,Клиент 5478,Ю,АО,2020-11-04,3191794.21,2020-11-02
5479,Клиент 5479,Ф,-,2020-11-01,1886432.00,2020-11-04
5479,Клиент 5479,Ф,-,2020-11-01,2633896.15,2020-11-03
5479,Клиент 5479,Ф,-,2020-11-01,1252355.44,2020-11-01
5480,Клиент 5480,Ю,ПАО,2020-11-02,1649510.44,2020-11-01
5480,Клиент 5480,Ю,ПАО,2020-11-02,2881936.04,2020-11-04
5480,Клиент 5480,Ю,ПАО,2020-11-02,868689.79,2020-11-02
5481,Клиент 5481,Ф,-,2020-11-03,1249284.79,2020-11-02
5481,Клиент 5481,Ф,-,2020-11-03,3191976.84,2020-11-01
5481,Клиент 5481,Ф,-,2020-11-03,1370535.20,2020-11-03
5482,Клиент 5482,Ю,ООО,2020-11-01,1252434.87,2020-11-04
5482,Клиент 5482,Ю,ООО,2020-11-01,2634051.70,2020-11-02
5482,Клиент 5482,Ю,ООО,2020-11-01,1886535.20,2020-11-03
5483,Клиент 5483,Ф,-,2020-11-02,868765.92,2020-11-01
5483,Клиент 5483,Ф,-,2020-11-02,2882115.36,2020-11-03
5483,Клиент 5483,Ф,-,2020-11-02,1649589.87,2020-11-04
5484,Клиент 5484,Ю,ИП,2020-11-03,3192159.47,2020-11-04
5484,Клиент 5484,Ю,ИП,2020-11-03,1370638.40,2020-11-02
5484,Клиент 5484,Ю,ИП,2020-11-03,1249360.92,2020-11-01
5485,Клиент 5485,Ф,-,2020-11-04,1252514.30,2020-11-03
5485,Клиент 5485,Ф,-,2020-11-04,1886638.40,2020-11-02
5485,Клиент 5485,Ф,-,2020-11-04,2634207.28,2020-11-01
5486,Клиент 5486,Ю,АО,2020-11-01,868842.02,2020-11-04
5486,Клиент 5486,Ю,АО,2020-11-01,2882294.68,2020-11-02
5486,Клиент 5486,Ю,АО,2020-11-01,1649669.30,2020-11-03
5487,Клиент 5487,Ф,-,2020-11-02,3192342.10,2020-11-03
5487,Клиент 5487,Ф,-,2020-11-02,1370741.60,2020-11-01
5487,Клиент 5487,Ф,-,2020-11-02,1249437.02,2020-11-04
5488,Клиент 5488,Ю,ПАО,2020-11-03,1886741.60,2020-11-01
5488,Клиент 5488,Ю,ПАО,2020-11-03,1252593.73,2020-11-02
5488,Клиент 5488,Ю,ПАО,2020-11-03,2634362.80,2020-11-04
5489,Клиент 5489,Ф,-,2020-11-01,1649748.73,2020-11-02
5489,Клиент 5489,Ф,-,2020-11-01,868918.14,2020-11-03
5489,Клиент 5489,Ф,-,2020-11-01,2882474.00,2020-11-01
5490,Клиент 5490,Ю,ООО,2020-11-02,1370844.80,2020-11-04
5490,Клиент 5490,Ю,ООО,2020-11-02,1249513.14,2020-11-03
5490,Клиент 5490,Ю,ООО,2020-11-02,3192524.73,2020-11-02
5491,Клиент 5491,Ф,-,2020-11-03,1252673.16,2020-11-01
5491,Клиент 5491,Ф,-,2020-11-03,1886844.80,2020-11-04
5491,Клиент 5491,Ф,-,2020-11-03,2634518.35,2020-11-03
5492,Клиент 5492,Ю,ИП,2020-11-04,1649828.16,2020-11-01
5492,Клиент 5492,Ю,ИП,2020-11-04,2882653.32,2020-11-04
5492,Клиент 5492,Ю,ИП,2020-11-04,868994.26,2020-11-02
5493,Клиент 5493,Ф,-,2020-11-01,1370948.02,2020-11-03
5493,Клиент 5493,Ф,-,2020-11-01,3192707.36,2020-11-01
5493,Клиент 5493,Ф,-,2020-11-01,1249589.26,2020-11-02
5494,Клиент 5494,Ю,АО,2020-11-02,1252752.59,2020-11-04
5494,Клиент 5494,Ю,АО,2020-11-02,2634673.90,2020-11-02
5494,Клиент 5494,Ю,АО,2020-11-02,1886948.02,2020-11-03
5495,Клиент 5495,Ф,-,2020-11-03,2882832.67,2020-11-03
5495,Клиент 5495,Ф,-,2020-11-03,1649907.59,2020-11-04
5495,Клиент 5495,Ф,-,2020-11-03,869070.38,2020-11-01
5496,Клиент 5496,Ю,ПАО,2020-11-01,1371051.20,2020-11-02
5496,Клиент 5496,Ю,ПАО,2020-11-01,1249665.38,2020-11-01
5496,Клиент 5496,Ю,ПАО,2020-11-01,3192889.99,2020-11-04
5497,Клиент 5497,Ф,-,2020-11-02,1887051.20,2020-11-02
5497,Клиент 5497,Ф,-,2020-11-02,1252832.02,2020-11-03
5497,Клиент 5497,Ф,-,2020-11-02,2634829.45,2020-11-01
5498,Клиент 5498,Ю,ООО,2020-11-03,869146.50,2020-11-04
5498,Клиент 5498,Ю,ООО,2020-11-03,1649987.02,2020-11-03
5498,Клиент 5498,Ю,ООО,2020-11-03,2883011.95,2020-11-02
5499,Клиент 5499,Ф,-,2020-11-04,3193072.62,2020-11-03
5499,Клиент 5499,Ф,-,2020-11-04,1371154.40,2020-11-01
5499,Клиент 5499,Ф,-,2020-11-04,1249741.50,2020-11-04
5500,Клиент 5500,Ю,ИП,2020-11-01,1887154.40,2020-11-01
5500,Клиент 5500,Ю,ИП,2020-11-01,2634985.00,2020-11-04
5500,Клиент 5500,Ю,ИП,2020-11-01,1252911.45,2020-11-02
5501,Клиент 5501,Ф,-,2020-11-02,2883191.27,2020-11-01
5501,Клиент 5501,Ф,-,2020-11-02,1650066.45,2020-11-02
5501,Клиент 5501,Ф,-,2020-11-02,869222.62,2020-11-03
5502,Клиент 5502,Ю,АО,2020-11-03,1249817.62,2020-11-03
5502,Клиент 5502,Ю,АО,2020-11-03,3193255.25,2020-11-02
5502,Клиент 5502,Ю,АО,2020-11-03,1371257.60,2020-11-04
5503,Клиент 5503,Ф,-,2020-11-01,1887257.60,2020-11-04
5503,Клиент 5503,Ф,-,2020-11-01,1252990.90,2020-11-01
5503,Клиент 5503,Ф,-,2020-11-01,2635140.55,2020-11-03
5504,Клиент 5504,Ю,ПАО,2020-11-02,1650145.90,2020-11-01
5504,Клиент 5504,Ю,ПАО,2020-11-02,869298.74,2020-11-02
5504,Клиент 5504,Ю,ПАО,2020-11-02,2883370.59,2020-11-04
5505,Клиент 5505,Ф,-,2020-11-03,1371360.80,2020-11-03
5505,Клиент 5505,Ф,-,2020-11-03,3193437.92,2020-11-01
5505,Клиент 5505,Ф,-,2020-11-03,1249893.74,2020-11-02
5506,Клиент 5506,Ю,ООО,2020-11-04,1887360.80,2020-11-03
5506,Клиент 5506,Ю,ООО,2020-11-04,2635296.10,2020-11-02
5506,Клиент 5506,Ю,ООО,2020-11-04,1253070.32,2020-11-04
5507,Клиент 5507,Ф,-,2020-11-01,869374.86,2020-11-01
5507,Клиент 5507,Ф,-,2020-11-01,2883549.91,2020-11-03
5507,Клиент 5507,Ф,-,2020-11-01,1650225.32,2020-11-04
5508,Клиент 5508,Ю,ИП,2020-11-02,1249969.86,2020-11-01
5508,Клиент 5508,Ю,ИП,2020-11-02,3193620.52,2020-11-04
5508,Клиент 5508,Ю,ИП,2020-11-02,1371464.00,2020-11-02
5509,Клиент 5509,Ф,-,2020-11-03,1887464.00,2020-11-02
5509,Клиент 5509,Ф,-,2020-11-03,1253149.75,2020-11-03
5509,Клиент 5509,Ф,-,2020-11-03,2635451.65,2020-11-01
5510,Клиент 5510,Ю,АО,2020-11-01,1650304.75,2020-11-03
5510,Клиент 5510,Ю,АО,2020-11-01,869450.98,2020-11-04
5510,Клиент 5510,Ю,АО,2020-11-01,2883729.23,2020-11-02
5511,Клиент 5511,Ф,-,2020-11-02,3193803.15,2020-11-03
5511,Клиент 5511,Ф,-,2020-11-02,1371567.20,2020-11-01
5511,Клиент 5511,Ф,-,2020-11-02,1250045.98,2020-11-04
5512,Клиент 5512,Ю,ПАО,2020-11-03,1887567.20,2020-11-01
5512,Клиент 5512,Ю,ПАО,2020-11-03,2635607.20,2020-11-04
5512,Клиент 5512,Ю,ПАО,2020-11-03,1253229.18,2020-11-02
5513,Клиент 5513,Ф,-,2020-11-04,2883908.55,2020-11-01
5513,Клиент 5513,Ф,-,2020-11-04,1650384.18,2020-11-02
5513,Клиент 5513,Ф,-,2020-11-04,869527.11,2020-11-03
5514,Клиент 5514,Ю,ООО,2020-11-01,1250122.11,2020-11-03
5514,Клиент 5514,Ю,ООО,2020-11-01,3193985.78,2020-11-02
5514,Клиент 5514,Ю,ООО,2020-11-01,1371670.40,2020-11-04
5515,Клиент 5515,Ф,-,2020-11-02,2635762.78,2020-11-03
5515,Клиент 5515,Ф,-,2020-11-02,1887670.40,2020-11-04
5515,Клиент 5515,Ф,-,2020-11-02,1253308.61,2020-11-01
5516,Клиент 5516,Ю,ИП,2020-11-03,869603.21,2020-11-02
5516,Клиент 5516,Ю,ИП,2020-11-03,1650463.61,2020-11-01
5516,Клиент 5516,Ю,ИП,2020-11-03,2884087.87,2020-11-04
5517,Клиент 5517,Ф,-,2020-11-01,3194168.41,2020-11-01
5517,Клиент 5517,Ф,-,2020-11-01,1371773.60,2020-11-03
5517,Клиент 5517,Ф,-,2020-11-01,1250198.21,2020-11-02
5518,Клиент 5518,Ю,АО,2020-11-02,1253388.04,2020-11-04
5518,Клиент 5518,Ю,АО,2020-11-02,2635918.30,2020-11-02
5518,Клиент 5518,Ю,АО,2020-11-02,1887773.60,2020-11-03
5519,Клиент 5519,Ф,-,2020-11-03,869679.33,2020-11-01
5519,Клиент 5519,Ф,-,2020-11-03,2884267.19,2020-11-03
5519,Клиент 5519,Ф,-,2020-11-03,1650543.04,2020-11-04
5520,Клиент 5520,Ю,ПАО,2020-11-04,1250274.33,2020-11-01
5520,Клиент 5520,Ю,ПАО,2020-11-04,1371876.80,2020-11-02
5520,Клиент 5520,Ю,ПАО,2020-11-04,3194351.04,2020-11-04
5521,Клиент 5521,Ф,-,2020-11-01,1887876.80,2020-11-02
5521,Клиент 5521,Ф,-,2020-11-01,1253467.47,2020-11-03
5521,Клиент 5521,Ф,-,2020-11-01,2636073.85,2020-11-01
5522,Клиент 5522,Ю,ООО,2020-11-02,1650622.47,2020-11-03
5522,Клиент 5522,Ю,ООО,2020-11-02,869755.45,2020-11-04
5522,Клиент 5522,Ю,ООО,2020-11-02,2884446.51,2020-11-02
5523,Клиент 5523,Ф,-,2020-11-03,1250350.45,2020-11-04
5523,Клиент 5523,Ф,-,2020-11-03,3194533.67,2020-11-03
5523,Клиент 5523,Ф,-,2020-11-03,1371980.02,2020-11-01
5524,Клиент 5524,Ю,ИП,2020-11-01,2636229.40,2020-11-04
5524,Клиент 5524,Ю,ИП,2020-11-01,1887980.02,2020-11-01
5524,Клиент 5524,Ю,ИП,2020-11-01,1253546.90,2020-11-02
5525,Клиент 5525,Ф,-,2020-11-02,1650701.90,2020-11-02
5525,Клиент 5525,Ф,-,2020-11-02,2884625.86,2020-11-01
5525,Клиент 5525,Ф,-,2020-11-02,869831.57,2020-11-03
5526,Клиент 5526,Ю,АО,2020-11-03,3194716.30,2020-11-02
5526,Клиент 5526,Ю,АО,2020-11-03,1372083.20,2020-11-04
5526,Клиент 5526,Ю,АО,2020-11-03,1250426.57,2020-11-03
5527,Клиент 5527,Ф,-,2020-11-04,1253626.33,2020-11-01
5527,Клиент 5527,Ф,-,2020-11-04,2636384.95,2020-11-03
5527,Клиент 5527,Ф,-,2020-11-04,1888083.20,2020-11-04
5528,Клиент 5528,Ю,ПАО,2020-11-01,2884805.14,2020-11-04
5528,Клиент 5528,Ю,ПАО,2020-11-01,869907.69,2020-11-02
5528,Клиент 5528,Ю,ПАО,2020-11-01,1650781.33,2020-11-01
5529,Клиент 5529,Ф,-,2020-11-02,3194898.93,2020-11-01
5529,Клиент 5529,Ф,-,2020-11-02,1372186.40,2020-11-03
5529,Клиент 5529,Ф,-,2020-11-02,1250502.69,2020-11-02
5530,Клиент 5530,Ю,ООО,2020-11-03,1888186.40,2020-11-03
5530,Клиент 5530,Ю,ООО,2020-11-03,2636540.50,2020-11-02
5530,Клиент 5530,Ю,ООО,2020-11-03,1253705.76,2020-11-04
5531,Клиент 5531,Ф,-,2020-11-01,869983.81,2020-11-01
5531,Клиент 5531,Ф,-,2020-11-01,2884984.46,2020-11-03
5531,Клиент 5531,Ф,-,2020-11-01,1650860.76,2020-11-04
5532,Клиент 5532,Ю,ИП,2020-11-02,3195081.56,2020-11-04
5532,Клиент 5532,Ю,ИП,2020-11-02,1372289.60,2020-11-02
5532,Клиент 5532,Ю,ИП,2020-11-02,1250578.81,2020-11-01
5533,Клиент 5533,Ф,-,2020-11-03,2636696.05,2020-11-01
5533,Клиент 5533,Ф,-,2020-11-03,1253785.21,2020-11-03
5533,Клиент 5533,Ф,-,2020-11-03,1888289.60,2020-11-02
5534,Клиент 5534,Ю,АО,2020-11-04,2885163.78,2020-11-02
5534,Клиент 5534,Ю,АО,2020-11-04,870059.93,2020-11-04
5534,Клиент 5534,Ю,АО,2020-11-04,1650940.21,2020-11-03
5535,Клиент 5535,Ф,-,2020-11-01,1372392.80,2020-11-01
5535,Клиент 5535,Ф,-,2020-11-01,1250654.93,2020-11-04
5535,Клиент 5535,Ф,-,2020-11-01,3195264.23,2020-11-03
5536,Клиент 5536,Ю,ПАО,2020-11-02,2636851.60,2020-11-04
5536,Клиент 5536,Ю,ПАО,2020-11-02,1888392.80,2020-11-01
5536,Клиент 5536,Ю,ПАО,2020-11-02,1253864.63,2020-11-02
5537,Клиент 5537,Ф,-,2020-11-03,2885343.10,2020-11-01
5537,Клиент 5537,Ф,-,2020-11-03,870136.05,2020-11-03
5537,Клиент 5537,Ф,-,2020-11-03,1651019.63,2020-11-02
5538,Клиент 5538,Ю,ООО,2020-11-01,1250731.05,2020-11-03
5538,Клиент 5538,Ю,ООО,2020-11-01,3195446.83,2020-11-02
5538,Клиент 5538,Ю,ООО,2020-11-01,1372496.00,2020-11-04
5539,Клиент 5539,Ф,-,2020-11-02,1888496.00,2020-11-04
5539,Клиент 5539,Ф,-,2020-11-02,1253944.06,2020-11-01
5539,Клиент 5539,Ф,-,2020-11-02,2637007.15,2020-11-03
5540,Клиент 5540,Ю,ИП,2020-11-03,2885522.42,2020-11-04
5540,Клиент 5540,Ю,ИП,2020-11-03,1651099.06,2020-11-01
5540,Клиент 5540,Ю,ИП,2020-11-03,870212.17,2020-11-02
5541,Клиент 5541,Ф,-,2020-11-04,1372599.20,2020-11-03
5541,Клиент 5541,Ф,-,2020-11-04,1250807.17,2020-11-02
5541,Клиент 5541,Ф,-,2020-11-04,3195629.46,2020-11-01
5542,Клиент 5542,Ю,АО,2020-11-01,1888599.20,2020-11-03
5542,Клиент 5542,Ю,АО,2020-11-01,2637162.70,2020-11-02
5542,Клиент 5542,Ю,АО,2020-11-01,1254023.49,2020-11-04
5543,Клиент 5543,Ф,-,2020-11-02,2885701.74,2020-11-03
5543,Клиент 5543,Ф,-,2020-11-02,1651178.49,2020-11-04
5543,Клиент 5543,Ф,-,2020-11-02,870288.30,2020-11-01
5544,Клиент 5544,Ю,ПАО,2020-11-03,1372702.40,2020-11-02
5544,Клиент 5544,Ю,ПАО,2020-11-03,3195812.09,2020-11-04
5544,Клиент 5544,Ю,ПАО,2020-11-03,1250883.30,2020-11-01
5545,Клиент 5545,Ф,-,2020-11-01,1888702.40,2020-11-02
5545,Клиент 5545,Ф,-,2020-11-01,2637318.28,2020-11-01
5545,Клиент 5545,Ф,-,2020-11-01,1254102.92,2020-11-03
5546,Клиент 5546,Ю,ООО,2020-11-02,870364.40,2020-11-04
5546,Клиент 5546,Ю,ООО,2020-11-02,1651257.92,2020-11-03
5546,Клиент 5546,Ю,ООО,2020-11-02,2885881.06,2020-11-02
5547,Клиент 5547,Ф,-,2020-11-03,1372805.60,2020-11-01
5547,Клиент 5547,Ф,-,2020-11-03,1250959.40,2020-11-04
5547,Клиент 5547,Ф,-,2020-11-03,3195994.72,2020-11-03
5548,Клиент 5548,Ю,ИП,2020-11-04,1254182.35,2020-11-02
5548,Клиент 5548,Ю,ИП,2020-11-04,1888805.60,2020-11-01
5548,Клиент 5548,Ю,ИП,2020-11-04,2637473.80,2020-11-04
5549,Клиент 5549,Ф,-,2020-11-01,2886060.38,2020-11-01
5549,Клиент 5549,Ф,-,2020-11-01,1651337.35,2020-11-02
5549,Клиент 5549,Ф,-,2020-11-01,870440.52,2020-11-03
5550,Клиент 5550,Ю,АО,2020-11-02,1372908.80,2020-11-04
5550,Клиент 5550,Ю,АО,2020-11-02,3196177.35,2020-11-02
5550,Клиент 5550,Ю,АО,2020-11-02,1251035.52,2020-11-03
5551,Клиент 5551,Ф,-,2020-11-03,2637629.35,2020-11-03
5551,Клиент 5551,Ф,-,2020-11-03,1888908.80,2020-11-04
5551,Клиент 5551,Ф,-,2020-11-03,1254261.78,2020-11-01
5552,Клиент 5552,Ю,ПАО,2020-11-01,870516.64,2020-11-02
5552,Клиент 5552,Ю,ПАО,2020-11-01,2886239.70,2020-11-04
5552,Клиент 5552,Ю,ПАО,2020-11-01,1651416.78,2020-11-01
5553,Клиент 5553,Ф,-,2020-11-02,1373012.02,2020-11-03
5553,Клиент 5553,Ф,-,2020-11-02,3196359.98,2020-11-01
5553,Клиент 5553,Ф,-,2020-11-02,1251111.64,2020-11-02
5554,Клиент 5554,Ю,ООО,2020-11-03,2637784.90,2020-11-02
5554,Клиент 5554,Ю,ООО,2020-11-03,1254341.21,2020-11-04
5554,Клиент 5554,Ю,ООО,2020-11-03,1889012.02,2020-11-03
5555,Клиент 5555,Ф,-,2020-11-04,1651496.21,2020-11-04
5555,Клиент 5555,Ф,-,2020-11-04,2886419.05,2020-11-03
5555,Клиент 5555,Ф,-,2020-11-04,870592.76,2020-11-01
5556,Клиент 5556,Ю,ИП,2020-11-01,3196542.61,2020-11-04
5556,Клиент 5556,Ю,ИП,2020-11-01,1373115.20,2020-11-02
5556,Клиент 5556,Ю,ИП,2020-11-01,1251187.76,2020-11-01
5557,Клиент 5557,Ф,-,2020-11-02,1254420.64,2020-11-03
5557,Клиент 5557,Ф,-,2020-11-02,1889115.20,2020-11-02
5557,Клиент 5557,Ф,-,2020-11-02,2637940.45,2020-11-01
5558,Клиент 5558,Ю,АО,2020-11-03,2886598.33,2020-11-02
5558,Клиент 5558,Ю,АО,2020-11-03,870668.88,2020-11-04
5558,Клиент 5558,Ю,АО,2020-11-03,1651575.64,2020-11-03
5559,Клиент 5559,Ф,-,2020-11-01,1373218.40,2020-11-01
5559,Клиент 5559,Ф,-,2020-11-01,3196725.24,2020-11-03
5559,Клиент 5559,Ф,-,2020-11-01,1251263.88,2020-11-04
5560,Клиент 5560,Ю,ПАО,2020-11-02,1254500.07,2020-11-02
5560,Клиент 5560,Ю,ПАО,2020-11-02,2638096.00,2020-11-04
5560,Клиент 5560,Ю,ПАО,2020-11-02,1889218.40,2020-11-01
5561,Клиент 5561,Ф,-,2020-11-03,2886777.65,2020-11-01
5561,Клиент 5561,Ф,-,2020-11-03,870745.00,2020-11-03
5561,Клиент 5561,Ф,-,2020-11-03,1651655.07,2020-11-02
5562,Клиент 5562,Ю,ООО,2020-11-04,1373321.60,2020-11-04
5562,Клиент 5562,Ю,ООО,2020-11-04,1251340.00,2020-11-03
5562,Клиент 5562,Ю,ООО,2020-11-04,3196907.87,2020-11-02
5563,Клиент 5563,Ф,-,2020-11-01,1254579.52,2020-11-01
5563,Клиент 5563,Ф,-,2020-11-01,1889321.60,2020-11-04
5563,Клиент 5563,Ф,-,2020-11-01,2638251.55,2020-11-03
5564,Клиент 5564,Ю,ИП,2020-11-02,870821.12,2020-11-02
5564,Клиент 5564,Ю,ИП,2020-11-02,2886956.97,2020-11-04
5564,Клиент 5564,Ю,ИП,2020-11-02,1651734.52,2020-11-01
5565,Клиент 5565,Ф,-,2020-11-03,1373424.80,2020-11-03
5565,Клиент 5565,Ф,-,2020-11-03,3197090.54,2020-11-01
5565,Клиент 5565,Ф,-,2020-11-03,1251416.12,2020-11-02
5566,Клиент 5566,Ю,АО,2020-11-01,1889424.80,2020-11-03
5566,Клиент 5566,Ю,АО,2020-11-01,2638407.10,2020-11-02
5566,Клиент 5566,Ю,АО,2020-11-01,1254658.94,2020-11-04
5567,Клиент 5567,Ф,-,2020-11-02,1651813.94,2020-11-04
5567,Клиент 5567,Ф,-,2020-11-02,870897.24,2020-11-01
5567,Клиент 5567,Ф,-,2020-11-02,2887136.29,2020-11-03
5568,Клиент 5568,Ю,ПАО,2020-11-03,1251492.24,2020-11-01
5568,Клиент 5568,Ю,ПАО,2020-11-03,1373528.00,2020-11-02
5568,Клиент 5568,Ю,ПАО,2020-11-03,3197273.14,2020-11-04
5569,Клиент 5569,Ф,-,2020-11-04,1889528.00,2020-11-02
5569,Клиент 5569,Ф,-,2020-11-04,1254738.37,2020-11-03
5569,Клиент 5569,Ф,-,2020-11-04,2638562.65,2020-11-01
5570,Клиент 5570,Ю,ООО,2020-11-01,870973.36,2020-11-04
5570,Клиент 5570,Ю,ООО,2020-11-01,1651893.37,2020-11-03
5570,Клиент 5570,Ю,ООО,2020-11-01,2887315.61,2020-11-02
5571,Клиент 5571,Ф,-,2020-11-02,1251568.36,2020-11-04
5571,Клиент 5571,Ф,-,2020-11-02,3197455.77,2020-11-03
5571,Клиент 5571,Ф,-,2020-11-02,1373631.20,2020-11-01
5572,Клиент 5572,Ю,ИП,2020-11-03,1254817.80,2020-11-02
5572,Клиент 5572,Ю,ИП,2020-11-03,2638718.20,2020-11-04
5572,Клиент 5572,Ю,ИП,2020-11-03,1889631.20,2020-11-01
5573,Клиент 5573,Ф,-,2020-11-01,1651972.80,2020-11-02
5573,Клиент 5573,Ф,-,2020-11-01,2887494.93,2020-11-01
5573,Клиент 5573,Ф,-,2020-11-01,871049.49,2020-11-03
5574,Клиент 5574,Ю,АО,2020-11-02,1373734.40,2020-11-04
5574,Клиент 5574,Ю,АО,2020-11-02,1251644.49,2020-11-03
5574,Клиент 5574,Ю,АО,2020-11-02,3197638.40,2020-11-02
5575,Клиент 5575,Ф,-,2020-11-03,2638873.78,2020-11-03
5575,Клиент 5575,Ф,-,2020-11-03,1254897.23,2020-11-01
5575,Клиент 5575,Ф,-,2020-11-03,1889734.40,2020-11-04
5576,Клиент 5576,Ю,ПАО,2020-11-04,871125.59,2020-11-02
5576,Клиент 5576,Ю,ПАО,2020-11-04,2887674.25,2020-11-04
5576,Клиент 5576,Ю,ПАО,2020-11-04,1652052.23,2020-11-01
5577,Клиент 5577,Ф,-,2020-11-01,1251720.59,2020-11-02
5577,Клиент 5577,Ф,-,2020-11-01,1373837.60,2020-11-03
5577,Клиент 5577,Ф,-,2020-11-01,3197821.03,2020-11-01
5578,Клиент 5578,Ю,ООО,2020-11-02,1889837.60,2020-11-03
5578,Клиент 5578,Ю,ООО,2020-11-02,1254976.66,2020-11-04
5578,Клиент 5578,Ю,ООО,2020-11-02,2639029.30,2020-11-02
5579,Клиент 5579,Ф,-,2020-11-03,871201.71,2020-11-01
5579,Клиент 5579,Ф,-,2020-11-03,1652131.66,2020-11-04
5579,Клиент 5579,Ф,-,2020-11-03,2887853.57,2020-11-03
5580,Клиент 5580,Ю,ИП,2020-11-01,1373940.80,2020-11-02
5580,Клиент 5580,Ю,ИП,2020-11-01,1251796.71,2020-11-01
5580,Клиент 5580,Ю,ИП,2020-11-01,3198003.66,2020-11-04
5581,Клиент 5581,Ф,-,2020-11-02,2639184.85,2020-11-01
5581,Клиент 5581,Ф,-,2020-11-02,1889940.80,2020-11-02
5581,Клиент 5581,Ф,-,2020-11-02,1255056.09,2020-11-03
