AccountId,ClientId,PaymentAmt,EnrollmentAmt,TaxAmt,ClearAmt,CarsAmt,FoodAmt,FLAmt,CutoffDt
7940,7940,0.00,1714643.86,0.00,0.00,0.00,0.00,0.00,2020-11-01
7940,7940,1057921.62,0.00,1057921.62,0.00,1049127.62,0.00,0.00,2020-11-04
7940,7940,0.00,931107.37,0.00,0.00,0.00,0.00,0.00,2020-11-02
7941,7941,1627090.40,0.00,0.00,0.00,1627090.40,0.00,1627090.40,2020-11-01
7941,7941,0.00,1455159.20,0.00,0.00,0.00,184071.69,0.00,2020-11-03
7941,7941,0.00,1311702.37,0.00,1311702.37,0.00,625328.67,0.00,2020-11-02
7942,7942,0.00,1971159.20,0.00,1971159.20,0.00,0.00,0.00,2020-11-03
7942,7942,1449900.33,0.00,1449900.33,0.00,1443106.13,0.00,0.00,2020-11-02
7942,7942,0.00,1317568.29,0.00,0.00,0.00,0.00,0.00,2020-11-04
7943,7943,0.00,1714723.29,0.00,0.00,0.00,464884.71,0.00,2020-11-04
7943,7943,1057997.74,0.00,1057997.74,0.00,1057997.74,0.00,1057997.74,2020-11-03
7943,7943,0.00,931183.50,0.00,0.00,0.00,23627.74,0.00,2020-11-01
7944,7944,1627193.60,0.00,1627193.60,0.00,1622399.20,0.00,0.00,2020-11-04
7944,7944,0.00,1311778.50,0.00,0.00,0.00,0.00,0.00,2020-11-01
7944,7944,0.00,1455262.40,0.00,1455262.40,0.00,665475.76,0.00,2020-11-02
7945,7945,0.00,1317647.72,0.00,1317647.72,0.00,0.00,0.00,2020-11-03
7945,7945,1449979.78,0.00,1449979.78,0.00,1449979.78,0.00,1449979.78,2020-11-01
7945,7945,0.00,1971262.40,0.00,0.00,0.00,304440.76,0.00,2020-11-02
7946,7946,0.00,1714802.72,0.00,0.00,0.00,0.00,0.00,2020-11-03
7946,7946,0.00,931259.60,0.00,931259.60,0.00,505031.80,0.00,2020-11-04
7946,7946,1058073.86,0.00,1058073.86,0.00,1055279.26,0.00,0.00,2020-11-02
7947,7947,0.00,1455365.60,0.00,0.00,0.00,0.00,0.00,2020-11-01
7947,7947,0.00,1311854.60,0.00,0.00,0.00,143996.80,0.00,2020-11-04
7947,7947,1627296.80,0.00,1627296.80,0.00,1627296.80,0.00,1627296.80,2020-11-03
7948,7948,0.00,1971365.60,0.00,0.00,0.00,785844.83,0.00,2020-11-01
7948,7948,0.00,1317727.15,0.00,0.00,0.00,344587.85,0.00,2020-11-02
7948,7948,1450059.20,0.00,1450059.20,0.00,1449264.40,0.00,0.00,2020-11-04
7949,7949,0.00,1714882.15,0.00,0.00,0.00,0.00,0.00,2020-11-02
7949,7949,0.00,931335.72,0.00,0.00,0.00,0.00,0.00,2020-11-03
7949,7949,1058149.98,0.00,1058149.98,0.00,1049355.08,0.00,1058149.98,2020-11-01
7950,7950,0.00,1311930.72,0.00,0.00,0.00,625400.87,0.00,2020-11-03
7950,7950,0.00,1455468.80,0.00,0.00,0.00,184143.90,0.00,2020-11-04
7950,7950,1627400.00,0.00,1627400.00,0.00,1627400.00,0.00,0.00,2020-11-02
7951,7951,0.00,1317806.58,0.00,0.00,0.00,0.00,0.00,2020-11-01
7951,7951,1450138.63,0.00,1450138.63,0.00,1443343.53,0.00,1450138.63,2020-11-03
7951,7951,0.00,1971468.80,0.00,0.00,0.00,0.00,0.00,2020-11-04
7952,7952,1058226.10,0.00,1058226.10,0.00,1058226.10,0.00,0.00,2020-11-04
7952,7952,0.00,931411.84,0.00,931411.84,0.00,23699.94,0.00,2020-11-02
7952,7952,0.00,1714961.58,0.00,1714961.58,0.00,464956.92,0.00,2020-11-01
7953,7953,1627503.20,0.00,1627503.20,0.00,1622707.90,0.00,1627503.20,2020-11-01
7953,7953,0.00,1312006.84,0.00,0.00,0.00,0.00,0.00,2020-11-02
7953,7953,0.00,1455572.02,0.00,0.00,0.00,665547.97,0.00,2020-11-03
7954,7954,1450218.06,0.00,1450218.06,0.00,1450218.06,0.00,0.00,2020-11-02
7954,7954,0.00,1971572.02,0.00,0.00,0.00,304512.97,0.00,2020-11-03
7954,7954,0.00,1317886.01,0.00,0.00,0.00,0.00,0.00,2020-11-04
7955,7955,0.00,1715041.01,0.00,0.00,0.00,0.00,0.00,2020-11-04
7955,7955,1058302.23,0.00,0.00,0.00,1055506.73,0.00,1058302.23,2020-11-03
7955,7955,0.00,931487.96,0.00,0.00,0.00,505104.01,0.00,2020-11-01
7956,7956,0.00,1312082.96,0.00,0.00,0.00,144069.01,0.00,2020-11-01
7956,7956,0.00,1455675.20,0.00,1455675.20,0.00,0.00,0.00,2020-11-02
7956,7956,1627606.40,0.00,1627606.40,0.00,1627606.40,0.00,0.00,2020-11-04
7957,7957,1450297.49,0.00,0.00,0.00,1449501.79,0.00,1450297.49,2020-11-01
7957,7957,0.00,1317965.44,0.00,0.00,0.00,344660.06,0.00,2020-11-03
7957,7957,0.00,1971675.20,0.00,0.00,0.00,785917.03,0.00,2020-11-02
7958,7958,1058378.33,0.00,0.00,0.00,1049582.53,0.00,0.00,2020-11-02
7958,7958,0.00,931564.08,0.00,931564.08,0.00,0.00,0.00,2020-11-04
7958,7958,0.00,1715120.44,0.00,0.00,0.00,0.00,0.00,2020-11-03
7959,7959,0.00,1312159.08,0.00,1312159.08,0.00,625473.08,0.00,2020-11-04
7959,7959,0.00,1455778.40,0.00,0.00,0.00,184216.10,0.00,2020-11-01
7959,7959,1627709.60,0.00,1627709.60,0.00,1627709.60,0.00,1627709.60,2020-11-03
7960,7960,1450376.92,0.00,0.00,0.00,1443580.92,0.00,0.00,2020-11-04
7960,7960,0.00,1971778.40,0.00,1971778.40,0.00,0.00,0.00,2020-11-01
7960,7960,0.00,1318044.87,0.00,0.00,0.00,0.00,0.00,2020-11-02
7961,7961,1058454.45,0.00,1058454.45,0.00,1058454.45,0.00,1058454.45,2020-11-01
7961,7961,0.00,931640.20,0.00,0.00,0.00,23772.15,0.00,2020-11-03
7961,7961,0.00,1715199.87,0.00,0.00,0.00,465029.13,0.00,2020-11-02
7962,7962,0.00,1312235.20,0.00,0.00,0.00,0.00,0.00,2020-11-03
7962,7962,1627812.80,0.00,1627812.80,0.00,1623016.60,0.00,0.00,2020-11-02
7962,7962,0.00,1455881.60,0.00,0.00,0.00,665620.17,0.00,2020-11-04
7963,7963,0.00,1971881.60,0.00,0.00,0.00,304585.17,0.00,2020-11-04
7963,7963,1450456.35,0.00,0.00,0.00,1450456.35,0.00,1450456.35,2020-11-03
7963,7963,0.00,1318124.32,0.00,0.00,0.00,0.00,0.00,2020-11-01
7964,7964,1058530.57,0.00,0.00,0.00,1055734.17,0.00,0.00,2020-11-04
7964,7964,0.00,1715279.32,0.00,1715279.32,0.00,0.00,0.00,2020-11-01
7964,7964,0.00,931716.32,0.00,0.00,0.00,505176.22,0.00,2020-11-02
7965,7965,1627916.02,0.00,1627916.02,0.00,1627916.02,0.00,1627916.02,2020-11-01
7965,7965,0.00,1312311.32,0.00,0.00,0.00,144141.22,0.00,2020-11-02
7965,7965,0.00,1455984.80,0.00,0.00,0.00,0.00,0.00,2020-11-03
7966,7966,1450535.78,0.00,1450535.78,0.00,1449739.18,0.00,0.00,2020-11-02
7966,7966,0.00,1971984.80,0.00,0.00,0.00,785989.24,0.00,2020-11-03
7966,7966,0.00,1318203.74,0.00,1318203.74,0.00,344732.26,0.00,2020-11-04
7967,7967,0.00,931792.44,0.00,0.00,0.00,0.00,0.00,2020-11-01
7967,7967,0.00,1715358.74,0.00,0.00,0.00,0.00,0.00,2020-11-04
7967,7967,1058606.69,0.00,1058606.69,0.00,1049809.99,0.00,1058606.69,2020-11-03
7968,7968,0.00,1312387.44,0.00,0.00,0.00,625545.29,0.00,2020-11-01
7968,7968,0.00,1456088.00,0.00,1456088.00,0.00,184288.31,0.00,2020-11-02
7968,7968,1628019.20,0.00,1628019.20,0.00,1628019.20,0.00,0.00,2020-11-04
7969,7969,0.00,1972088.00,0.00,1972088.00,0.00,0.00,0.00,2020-11-02
7969,7969,1450615.21,0.00,1450615.21,0.00,1443818.31,0.00,1450615.21,2020-11-01
7969,7969,0.00,1318283.17,0.00,0.00,0.00,0.00,0.00,2020-11-03
7970,7970,0.00,1715438.17,0.00,1715438.17,0.00,465101.33,0.00,2020-11-03
7970,7970,1058682.81,0.00,1058682.81,0.00,1058682.81,0.00,0.00,2020-11-02
7970,7970,0.00,931868.56,0.00,931868.56,0.00,23844.36,0.00,2020-11-04
7971,7971,0.00,1456191.20,0.00,0.00,0.00,665692.38,0.00,2020-11-01
7971,7971,0.00,1312463.56,0.00,1312463.56,0.00,0.00,0.00,2020-11-04
7971,7971,1628122.40,0.00,1628122.40,0.00,1623325.30,0.00,1628122.40,2020-11-03
7972,7972,0.00,1972191.20,0.00,0.00,0.00,304657.38,0.00,2020-11-01
7972,7972,0.00,1318362.60,0.00,0.00,0.00,0.00,0.00,2020-11-02
7972,7972,1450694.64,0.00,1450694.64,0.00,1450694.64,0.00,0.00,2020-11-04
7973,7973,0.00,1715517.60,0.00,0.00,0.00,0.00,0.00,2020-11-02
7973,7973,0.00,931944.69,0.00,0.00,0.00,505248.43,0.00,2020-11-03
7973,7973,1058758.93,0.00,1058758.93,0.00,1055961.63,0.00,1058758.93,2020-11-01
7974,7974,0.00,1456294.40,0.00,0.00,0.00,0.00,0.00,2020-11-04
7974,7974,0.00,1312539.69,0.00,0.00,0.00,144213.43,0.00,2020-11-03
7974,7974,1628225.60,0.00,1628225.60,0.00,1628225.60,0.00,0.00,2020-11-02
7975,7975,0.00,1318442.03,0.00,0.00,0.00,344804.47,0.00,2020-11-01
7975,7975,0.00,1972294.40,0.00,0.00,0.00,786061.45,0.00,2020-11-04
7975,7975,1450774.09,0.00,1450774.09,0.00,1449976.59,0.00,1450774.09,2020-11-03
7976,7976,0.00,932020.79,0.00,0.00,0.00,0.00,0.00,2020-11-02
7976,7976,0.00,1715597.03,0.00,0.00,0.00,0.00,0.00,2020-11-01
7976,7976,1058835.05,0.00,1058835.05,0.00,1050037.45,0.00,0.00,2020-11-04
7977,7977,0.00,1312615.79,0.00,0.00,0.00,625617.49,0.00,2020-11-02
7977,7977,1628328.80,0.00,1628328.80,0.00,1628328.80,0.00,1628328.80,2020-11-01
7977,7977,0.00,1456397.60,0.00,0.00,0.00,184360.52,0.00,2020-11-03
7978,7978,0.00,1972397.60,0.00,1972397.60,0.00,0.00,0.00,2020-11-03
7978,7978,0.00,1318521.46,0.00,0.00,0.00,0.00,0.00,2020-11-04
7978,7978,1450853.51,0.00,1450853.51,0.00,1444055.71,0.00,0.00,2020-11-02
7979,7979,1058911.17,0.00,1058911.17,0.00,1058911.17,0.00,1058911.17,2020-11-03
7979,7979,0.00,1715676.46,0.00,0.00,0.00,465173.54,0.00,2020-11-04
7979,7979,0.00,932096.91,0.00,0.00,0.00,23916.56,0.00,2020-11-01
7980,7980,1628432.00,0.00,0.00,0.00,1623634.00,0.00,0.00,2020-11-04
7980,7980,0.00,1312691.91,0.00,0.00,0.00,0.00,0.00,2020-11-01
7980,7980,0.00,1456500.80,0.00,0.00,0.00,665764.59,0.00,2020-11-02
7981,7981,0.00,1972500.80,0.00,0.00,0.00,304729.59,0.00,2020-11-02
7981,7981,1450932.94,0.00,1450932.94,0.00,1450932.94,0.00,1450932.94,2020-11-01
7981,7981,0.00,1318600.89,0.00,0.00,0.00,0.00,0.00,2020-11-03
7982,7982,0.00,932173.03,0.00,932173.03,0.00,505320.63,0.00,2020-11-04
7982,7982,1058987.29,0.00,1058987.29,0.00,1056189.09,0.00,0.00,2020-11-02
7982,7982,0.00,1715755.89,0.00,0.00,0.00,0.00,0.00,2020-11-03
7983,7983,0.00,1312768.03,0.00,0.00,0.00,144285.63,0.00,2020-11-04
7983,7983,0.00,1456604.02,0.00,0.00,0.00,0.00,0.00,2020-11-01
7983,7983,1628535.20,0.00,0.00,0.00,1628535.20,0.00,1628535.20,2020-11-03
7984,7984,0.00,1318680.32,0.00,0.00,0.00,344876.68,0.00,2020-11-02
7984,7984,1451012.37,0.00,0.00,0.00,1450213.97,0.00,0.00,2020-11-04
7984,7984,0.00,1972604.02,0.00,0.00,0.00,786133.66,0.00,2020-11-01
7985,7985,1059063.42,0.00,0.00,0.00,1050264.92,0.00,1059063.42,2020-11-01
7985,7985,0.00,932249.15,0.00,0.00,0.00,0.00,0.00,2020-11-03
7985,7985,0.00,1715835.32,0.00,0.00,0.00,0.00,0.00,2020-11-02
7986,7986,0.00,1312844.15,0.00,0.00,0.00,625689.70,0.00,2020-11-03
7986,7986,0.00,1456707.20,0.00,0.00,0.00,184432.72,0.00,2020-11-04
7986,7986,1628638.40,0.00,1628638.40,0.00,1628638.40,0.00,0.00,2020-11-02
7987,7987,0.00,1318759.75,0.00,0.00,0.00,0.00,0.00,2020-11-01
7987,7987,1451091.80,0.00,0.00,0.00,1444293.10,0.00,1451091.80,2020-11-03
7987,7987,0.00,1972707.20,0.00,0.00,0.00,0.00,0.00,2020-11-04
7988,7988,1059139.52,0.00,1059139.52,0.00,1059139.52,0.00,0.00,2020-11-04
7988,7988,0.00,1715914.75,0.00,0.00,0.00,465245.75,0.00,2020-11-01
7988,7988,0.00,932325.27,0.00,0.00,0.00,23988.77,0.00,2020-11-02
7989,7989,1628741.60,0.00,1628741.60,0.00,1623942.70,0.00,1628741.60,2020-11-01
7989,7989,0.00,1312920.27,0.00,0.00,0.00,0.00,0.00,2020-11-02
7989,7989,0.00,1456810.40,0.00,0.00,0.00,665836.79,0.00,2020-11-03
7990,7990,0.00,1972810.40,0.00,0.00,0.00,304801.79,0.00,2020-11-03
7990,7990,1451171.23,0.00,0.00,0.00,1451171.23,0.00,0.00,2020-11-02
7990,7990,0.00,1318839.18,0.00,1318839.18,0.00,0.00,0.00,2020-11-04
7991,7991,0.00,1715994.18,0.00,0.00,0.00,0.00,0.00,2020-11-04
7991,7991,1059215.64,0.00,0.00,0.00,1056416.54,0.00,1059215.64,2020-11-03
7991,7991,0.00,932401.39,0.00,0.00,0.00,505392.84,0.00,2020-11-01
7992,7992,1628844.80,0.00,1628844.80,0.00,1628844.80,0.00,0.00,2020-11-04
7992,7992,0.00,1312996.39,0.00,0.00,0.00,144357.84,0.00,2020-11-01
7992,7992,0.00,1456913.60,0.00,0.00,0.00,0.00,0.00,2020-11-02
7993,7993,1451250.66,0.00,1451250.66,0.00,1450451.36,0.00,1451250.66,2020-11-01
7993,7993,0.00,1972913.60,0.00,0.00,0.00,786205.86,0.00,2020-11-02
7993,7993,0.00,1318918.63,0.00,0.00,0.00,344948.89,0.00,2020-11-03
7994,7994,0.00,1716073.63,0.00,0.00,0.00,0.00,0.00,2020-11-03
7994,7994,1059291.76,0.00,1059291.76,0.00,1050492.36,0.00,0.00,2020-11-02
7994,7994,0.00,932477.51,0.00,932477.51,0.00,0.00,0.00,2020-11-04
7995,7995,0.00,1457016.80,0.00,0.00,0.00,184504.93,0.00,2020-11-01
7995,7995,0.00,1313072.51,0.00,0.00,0.00,625761.91,0.00,2020-11-04
7995,7995,1628948.02,0.00,0.00,0.00,1628948.02,0.00,1628948.02,2020-11-03
7996,7996,0.00,1318998.05,0.00,1318998.05,0.00,0.00,0.00,2020-11-02
7996,7996,0.00,1973016.80,0.00,0.00,0.00,0.00,0.00,2020-11-01
7996,7996,1451330.09,0.00,0.00,0.00,1444530.49,0.00,0.00,2020-11-04
7997,7997,0.00,932553.63,0.00,0.00,0.00,24060.98,0.00,2020-11-03
7997,7997,0.00,1716153.05,0.00,0.00,0.00,465317.95,0.00,2020-11-02
7997,7997,1059367.88,0.00,1059367.88,0.00,1059367.88,0.00,1059367.88,2020-11-01
7998,7998,1629051.20,0.00,1629051.20,0.00,1624251.40,0.00,0.00,2020-11-02
7998,7998,0.00,1457120.00,0.00,0.00,0.00,665909.00,0.00,2020-11-04
7998,7998,0.00,1313148.63,0.00,1313148.63,0.00,0.00,0.00,2020-11-03
7999,7999,0.00,1973120.00,0.00,0.00,0.00,304874.00,0.00,2020-11-04
7999,7999,1451409.52,0.00,1451409.52,0.00,1451409.52,0.00,1451409.52,2020-11-03
7999,7999,0.00,1319077.48,0.00,0.00,0.00,0.00,0.00,2020-11-01
8000,8000,0.00,932629.75,0.00,932629.75,0.00,505465.05,0.00,2020-11-02
8000,8000,0.00,1716232.48,0.00,1716232.48,0.00,0.00,0.00,2020-11-01
8000,8000,1059444.00,0.00,1059444.00,0.00,1056644.00,0.00,0.00,2020-11-04
8001,8001,1629154.40,0.00,1629154.40,0.00,1629154.40,0.00,1629154.40,2020-11-01
8001,8001,0.00,1457223.20,0.00,1457223.20,0.00,0.00,0.00,2020-11-03
8001,8001,0.00,1313224.75,0.00,0.00,0.00,144430.05,0.00,2020-11-02
8002,8002,1451488.95,0.00,1451488.95,0.00,1450688.75,0.00,0.00,2020-11-02
8002,8002,0.00,1973223.20,0.00,1973223.20,0.00,786278.07,0.00,2020-11-03
8002,8002,0.00,1319156.91,0.00,1319156.91,0.00,345021.09,0.00,2020-11-04
8003,8003,1059520.12,0.00,1059520.12,0.00,1050719.82,0.00,1059520.12,2020-11-03
8003,8003,0.00,932705.88,0.00,0.00,0.00,0.00,0.00,2020-11-01
8003,8003,0.00,1716311.91,0.00,0.00,0.00,0.00,0.00,2020-11-04
8004,8004,0.00,1313300.88,0.00,0.00,0.00,625834.12,0.00,2020-11-01
8004,8004,1629257.60,0.00,0.00,0.00,1629257.60,0.00,0.00,2020-11-04
8004,8004,0.00,1457326.40,0.00,0.00,0.00,184577.14,0.00,2020-11-02
8005,8005,0.00,1319236.34,0.00,0.00,0.00,0.00,0.00,2020-11-03
8005,8005,0.00,1973326.40,0.00,0.00,0.00,0.00,0.00,2020-11-02
8005,8005,1451568.40,0.00,1451568.40,0.00,1444767.90,0.00,1451568.40,2020-11-01
8006,8006,1059596.24,0.00,0.00,0.00,1059596.24,0.00,0.00,2020-11-02
8006,8006,0.00,1716391.34,0.00,0.00,0.00,465390.16,0.00,2020-11-03
8006,8006,0.00,932781.98,0.00,932781.98,0.00,24133.18,0.00,2020-11-04
8007,8007,0.00,1457429.60,0.00,0.00,0.00,665981.21,0.00,2020-11-01
8007,8007,0.00,1313376.98,0.00,0.00,0.00,0.00,0.00,2020-11-04
8007,8007,1629360.80,0.00,0.00,0.00,1624560.10,0.00,1629360.80,2020-11-03
8008,8008,0.00,1319315.77,0.00,0.00,0.00,0.00,0.00,2020-11-02
8008,8008,1451647.82,0.00,1451647.82,0.00,1451647.82,0.00,0.00,2020-11-04
8008,8008,0.00,1973429.60,0.00,0.00,0.00,304946.21,0.00,2020-11-01
8009,8009,0.00,932858.10,0.00,0.00,0.00,505537.25,0.00,2020-11-03
8009,8009,1059672.36,0.00,1059672.36,0.00,1056871.46,0.00,1059672.36,2020-11-01
8009,8009,0.00,1716470.77,0.00,0.00,0.00,0.00,0.00,2020-11-02
8010,8010,0.00,1457532.80,0.00,0.00,0.00,0.00,0.00,2020-11-04
8010,8010,0.00,1313453.10,0.00,0.00,0.00,144502.25,0.00,2020-11-03
8010,8010,1629464.00,0.00,0.00,0.00,1629464.00,0.00,0.00,2020-11-02
8011,8011,1451727.25,0.00,1451727.25,0.00,1450926.15,0.00,1451727.25,2020-11-03
8011,8011,0.00,1319395.20,0.00,0.00,0.00,345093.30,0.00,2020-11-01
8011,8011,0.00,1973532.80,0.00,0.00,0.00,786350.28,0.00,2020-11-04
8012,8012,0.00,932934.22,0.00,0.00,0.00,0.00,0.00,2020-11-02
8012,8012,0.00,1716550.20,0.00,1716550.20,0.00,0.00,0.00,2020-11-01
8012,8012,1059748.48,0.00,0.00,0.00,1050947.28,0.00,0.00,2020-11-04
8013,8013,1629567.20,0.00,0.00,0.00,1629567.20,0.00,1629567.20,2020-11-01
8013,8013,0.00,1313529.22,0.00,0.00,0.00,625906.32,0.00,2020-11-02
8013,8013,0.00,1457636.02,0.00,0.00,0.00,184649.35,0.00,2020-11-03
8014,8014,1451806.68,0.00,1451806.68,0.00,1445005.28,0.00,0.00,2020-11-02
8014,8014,0.00,1319474.63,0.00,0.00,0.00,0.00,0.00,2020-11-04
8014,8014,0.00,1973636.02,0.00,1973636.02,0.00,0.00,0.00,2020-11-03
8015,8015,1059824.61,0.00,0.00,0.00,1059824.61,0.00,1059824.61,2020-11-03
8015,8015,0.00,933010.34,0.00,933010.34,0.00,24205.39,0.00,2020-11-01
8015,8015,0.00,1716629.63,0.00,0.00,0.00,465462.37,0.00,2020-11-04
8016,8016,0.00,1457739.20,0.00,0.00,0.00,666053.41,0.00,2020-11-02
8016,8016,1629670.40,0.00,1629670.40,0.00,1624868.80,0.00,0.00,2020-11-04
8016,8016,0.00,1313605.34,0.00,1313605.34,0.00,0.00,0.00,2020-11-01
8017,8017,0.00,1973739.20,0.00,0.00,0.00,305018.41,0.00,2020-11-02
8017,8017,1451886.11,0.00,0.00,0.00,1451886.11,0.00,1451886.11,2020-11-01
8017,8017,0.00,1319554.06,0.00,0.00,0.00,0.00,0.00,2020-11-03
8018,8018,0.00,933086.46,0.00,0.00,0.00,505609.46,0.00,2020-11-04
8018,8018,0.00,1716709.06,0.00,0.00,0.00,0.00,0.00,2020-11-03
8018,8018,1059900.71,0.00,0.00,0.00,1057098.91,0.00,0.00,2020-11-02
8019,8019,1629773.60,0.00,1629773.60,0.00,1629773.60,0.00,1629773.60,2020-11-03
8019,8019,0.00,1457842.40,0.00,0.00,0.00,0.00,0.00,2020-11-01
8019,8019,0.00,1313681.46,0.00,1313681.46,0.00,144574.46,0.00,2020-11-04
8020,8020,0.00,1973842.40,0.00,1973842.40,0.00,786422.48,0.00,2020-11-01
8020,8020,0.00,1319633.49,0.00,1319633.49,0.00,345165.51,0.00,2020-11-02
8020,8020,1451965.54,0.00,1451965.54,0.00,1451163.54,0.00,0.00,2020-11-04
8021,8021,0.00,933162.58,0.00,0.00,0.00,0.00,0.00,2020-11-03
8021,8021,1059976.83,0.00,1059976.83,0.00,1051174.73,0.00,1059976.83,2020-11-01
8021,8021,0.00,1716788.49,0.00,0.00,0.00,0.00,0.00,2020-11-02
8022,8022,0.00,1457945.60,0.00,0.00,0.00,184721.55,0.00,2020-11-04
8022,8022,0.00,1313757.58,0.00,1313757.58,0.00,625978.53,0.00,2020-11-03
8022,8022,1629876.80,0.00,1629876.80,0.00,1629876.80,0.00,0.00,2020-11-02
8023,8023,0.00,1973945.60,0.00,0.00,0.00,0.00,0.00,2020-11-04
8023,8023,0.00,1319712.94,0.00,0.00,0.00,0.00,0.00,2020-11-01
8023,8023,1452044.97,0.00,0.00,0.00,1445242.67,0.00,1452044.97,2020-11-03
8024,8024,1060052.95,0.00,1060052.95,0.00,1060052.95,0.00,0.00,2020-11-04
8024,8024,0.00,933238.70,0.00,933238.70,0.00,24277.60,0.00,2020-11-02
8024,8024,0.00,1716867.94,0.00,0.00,0.00,465534.58,0.00,2020-11-01
8025,8025,0.00,1458048.80,0.00,0.00,0.00,666125.62,0.00,2020-11-03
8025,8025,0.00,1313833.70,0.00,0.00,0.00,0.00,0.00,2020-11-02
8025,8025,1629980.02,0.00,0.00,0.00,1625177.52,0.00,1629980.02,2020-11-01
8026,8026,0.00,1974048.80,0.00,1974048.80,0.00,305090.62,0.00,2020-11-03
8026,8026,1452124.40,0.00,0.00,0.00,1452124.40,0.00,0.00,2020-11-02
8026,8026,0.00,1319792.36,0.00,0.00,0.00,0.00,0.00,2020-11-04
8027,8027,1060129.07,0.00,0.00,0.00,1057326.37,0.00,1060129.07,2020-11-03
8027,8027,0.00,1716947.36,0.00,0.00,0.00,0.00,0.00,2020-11-04
8027,8027,0.00,933314.82,0.00,0.00,0.00,505681.67,0.00,2020-11-01
8028,8028,0.00,1458152.00,0.00,0.00,0.00,0.00,0.00,2020-11-02
8028,8028,1630083.20,0.00,1630083.20,0.00,1630083.20,0.00,0.00,2020-11-04
8028,8028,0.00,1313909.82,0.00,0.00,0.00,144646.67,0.00,2020-11-01
8029,8029,0.00,1319871.79,0.00,0.00,0.00,345237.71,0.00,2020-11-03
8029,8029,1452203.83,0.00,1452203.83,0.00,1451400.93,0.00,1452203.83,2020-11-01
8029,8029,0.00,1974152.00,0.00,0.00,0.00,786494.69,0.00,2020-11-02
8030,8030,1060205.19,0.00,1060205.19,0.00,1051402.19,0.00,0.00,2020-11-02
8030,8030,0.00,1717026.79,0.00,0.00,0.00,0.00,0.00,2020-11-03
8030,8030,0.00,933390.94,0.00,0.00,0.00,0.00,0.00,2020-11-04
8031,8031,0.00,1458255.20,0.00,0.00,0.00,184793.76,0.00,2020-11-01
8031,8031,1630186.40,0.00,0.00,0.00,1630186.40,0.00,1630186.40,2020-11-03
8031,8031,0.00,1313985.94,0.00,0.00,0.00,626050.74,0.00,2020-11-04
8032,8032,0.00,1974255.20,0.00,0.00,0.00,0.00,0.00,2020-11-01
8032,8032,0.00,1319951.22,0.00,0.00,0.00,0.00,0.00,2020-11-02
8032,8032,1452283.26,0.00,1452283.26,0.00,1445480.06,0.00,0.00,2020-11-04
8033,8033,0.00,933467.07,0.00,0.00,0.00,24349.81,0.00,2020-11-03
8033,8033,0.00,1717106.22,0.00,0.00,0.00,465606.78,0.00,2020-11-02
8033,8033,1060281.31,0.00,1060281.31,0.00,1060281.31,0.00,1060281.31,2020-11-01
8034,8034,0.00,1458358.40,0.00,0.00,0.00,666197.83,0.00,2020-11-04
8034,8034,1630289.60,0.00,1630289.60,0.00,1625486.20,0.00,0.00,2020-11-02
8034,8034,0.00,1314062.07,0.00,0.00,0.00,0.00,0.00,2020-11-03
8035,8035,0.00,1320030.65,0.00,0.00,0.00,0.00,0.00,2020-11-01
8035,8035,1452362.71,0.00,1452362.71,0.00,1452362.71,0.00,1452362.71,2020-11-03
8035,8035,0.00,1974358.40,0.00,0.00,0.00,305162.83,0.00,2020-11-04
8036,8036,0.00,933543.17,0.00,0.00,0.00,505753.87,0.00,2020-11-02
8036,8036,0.00,1717185.65,0.00,0.00,0.00,0.00,0.00,2020-11-01
8036,8036,1060357.43,0.00,1060357.43,0.00,1057553.83,0.00,0.00,2020-11-04
8037,8037,0.00,1458461.60,0.00,1458461.60,0.00,0.00,0.00,2020-11-03
8037,8037,0.00,1314138.17,0.00,0.00,0.00,144718.87,0.00,2020-11-02
8037,8037,1630392.80,0.00,0.00,0.00,1630392.80,0.00,1630392.80,2020-11-01
8038,8038,0.00,1320110.08,0.00,0.00,0.00,345309.92,0.00,2020-11-04
8038,8038,1452442.13,0.00,0.00,0.00,1451638.33,0.00,0.00,2020-11-02
8038,8038,0.00,1974461.60,0.00,0.00,0.00,786566.90,0.00,2020-11-03
8039,8039,1060433.55,0.00,0.00,0.00,1051629.65,0.00,1060433.55,2020-11-03
8039,8039,0.00,1717265.08,0.00,0.00,0.00,0.00,0.00,2020-11-04
8039,8039,0.00,933619.29,0.00,933619.29,0.00,0.00,0.00,2020-11-01
8040,8040,0.00,1458564.80,0.00,0.00,0.00,184865.97,0.00,2020-11-02
8040,8040,1630496.00,0.00,1630496.00,0.00,1630496.00,0.00,0.00,2020-11-04
8040,8040,0.00,1314214.29,0.00,0.00,0.00,626122.94,0.00,2020-11-01
8041,8041,1452521.56,0.00,1452521.56,0.00,1445717.46,0.00,1452521.56,2020-11-01
8041,8041,0.00,1320189.51,0.00,0.00,0.00,0.00,0.00,2020-11-03
8041,8041,0.00,1974564.80,0.00,0.00,0.00,0.00,0.00,2020-11-02
8042,8042,0.00,933695.41,0.00,0.00,0.00,24422.01,0.00,2020-11-04
8042,8042,1060509.67,0.00,1060509.67,0.00,1060509.67,0.00,0.00,2020-11-02
8042,8042,0.00,1717344.51,0.00,0.00,0.00,465678.99,0.00,2020-11-03
8043,8043,0.00,1314290.41,0.00,0.00,0.00,0.00,0.00,2020-11-04
